whale_ID,sex,class,pregnant,mom_calf,mom_calf_pair,datetime,month,year,season,seasonal_duration,Lab,Aircraft,Flight,Focal_Length,Sw,Iw,TL.mean,TL.lower,TL.upper,TL.HPDwidth,TL.var,TL.cv,BAI.mean,BAI.lower,BAI.upper,BAI.HPDwidth,BAI.var,BAI.cv
whale1,unknown,Mature Unknown,,NA,NA,3/5/19 12:32,3,2019,season 3,124.5228935,MaRRS,Alta,190305_A_F1,35,23.5,6000,12.25591052,11.51581166,13.50218659,1.986374934,0.357146708,17.07066873,25.09360063,24.30449636,25.872518,1.568021635,0.158373004,1.585906561
whale2,unknown,Mature Unknown,,,NA,3/9/19 17:24,3,2019,season 3,128.7252083,MaRRS,Alta,190309_A_F3,35,23.5,6000,12.2240258,11.51074143,12.9839925,1.473251066,0.140830729,10.73350553,26.29251159,26.21486797,26.3710827,0.156214733,0.001457473,0.145200508
whale3,unknown,Calf,,calf,18,3/11/19 14:46,3,2019,season 3,130.6157755,MaRRS,Alta,190311_A_F2,35,23.5,6000,8.008976771,7.660376918,8.699905875,1.039528957,0.122779186,12.381517,27.10264234,26.5943494,27.62540551,1.031056102,0.068568649,0.96616469
whale4,unknown,Juvenile Unknown,,,NA,3/11/19 13:55,3,2019,season 3,130.580463,MaRRS,Alta,190311_A_F1,35,23.5,6000,10.28673565,9.604696397,11.05731748,1.452621088,0.28136877,16.53861572,26.88756489,26.34515682,27.43262103,1.087464217,0.076524093,1.028839484
whale5,unknown,Calf,,calf,13,3/2/19 18:35,3,2019,season 3,121.7748727,MaRRS,Alta,190302_A_F1,35,23.5,6000,9.921540102,9.735290658,10.10701456,0.371723901,0.008906655,2.996179085,23.67597964,23.4081873,23.94189689,0.533709587,0.018190446,0.569657362
whale6,unknown,Juvenile Unknown,,NA,NA,3/5/19 14:23,3,2019,season 3,124.5993171,MaRRS,Alta,190305_A_F2,35,23.5,6000,10.80384756,10.55267052,11.06119027,0.508519753,0.016435968,3.900393493,24.16164435,23.96151879,24.35898916,0.397470368,0.010257805,0.419180179
whale7,F,Lactating Female,,mom,16,3/6/19 14:35,3,2019,season 3,125.6079514,MaRRS,Alta,190306_A_F3,35,23.5,6000,12.84932716,12.72762496,12.98717712,0.259552163,0.004308879,1.83122606,27.63075885,27.50365787,27.75761746,0.253959592,0.004222944,0.235187822
whale8,unknown,Calf,,calf,15,3/3/19 20:39,3,2019,season 3,122.8609722,MaRRS,Alta,190303_A_F5,35,23.5,6000,10.0044226,9.72415754,10.37679811,0.652640569,0.079339346,8.90529464,25.47706918,25.14343879,25.82103093,0.677592135,0.029895202,0.678658482
whale9,unknown,Mature Unknown,,,NA,3/3/19 19:04,3,2019,season 3,122.7946065,MaRRS,Alta,190303_A_F3,35,23.5,6000,12.25555037,11.72372684,12.79966723,1.075940392,0.07412585,7.777113462,24.95204808,24.6649823,25.22769339,0.562711085,0.020406384,0.572501761
whale10,unknown,Juvenile Unknown,,,NA,3/11/19 15:22,3,2019,season 3,130.6406366,MaRRS,Alta,190311_A_F3,35,23.5,6000,10.7973693,10.53447816,11.17732598,0.642847819,0.026859465,4.987577986,26.23026068,25.61024937,26.83668903,1.226439659,0.098858384,1.19868245
whale11,F,Lactating Female,,mom,18,3/11/19 14:46,3,2019,season 3,130.6157755,MaRRS,Alta,190311_A_F2,35,23.5,6000,14.10933452,13.55688839,14.65353713,1.096648746,0.079215631,7.492938687,25.37649763,25.09300622,25.66489533,0.571889111,0.021020967,0.57134004
whale12,unknown,Mature Unknown,,,NA,3/3/19 19:04,3,2019,season 3,122.7946065,MaRRS,Alta,190303_A_F3,35,23.5,6000,12.73554841,12.41565543,13.05052599,0.634870567,0.025789432,4.499995357,29.84740977,29.62383825,30.05923587,0.435397614,0.012238513,0.370644608
whale13,F,Non-pregnant Female,,,NA,2/25/19 10:29,2,2019,season 3,116.4368287,MaRRS,Alta,190225_A_F1,35,23.5,6000,12.56799034,12.44083035,12.70226581,0.261435462,0.00457317,1.907549163,30.14753752,29.95984052,30.33193236,0.372091839,0.008927887,0.313416966
whale14,unknown,Juvenile Unknown,,,NA,3/10/19 18:00,3,2019,season 3,129.7506019,MaRRS,Alta,190310_A_F1,35,23.5,6000,9.341625199,9.208610722,9.474091268,0.265480546,0.004810239,2.269196585,25.73010156,25.53806075,25.92312134,0.385060592,0.009615278,0.381100425
whale15,unknown,Mature Unknown,,,NA,3/5/19 12:32,3,2019,season 3,124.5228935,MaRRS,Alta,190305_A_F1,35,23.5,6000,12.28198416,12.05114979,12.52307445,0.471924658,0.014332171,3.416030372,23.97049825,23.75610973,24.17313397,0.417024242,0.011200996,0.441520889
whale16,unknown,Mature Unknown,,,NA,3/11/19 15:22,3,2019,season 3,130.6406366,MaRRS,Alta,190311_A_F3,35,23.5,6000,15.18681182,14.75302107,16.11283457,1.359813494,0.144320376,9.748336697,27.13282819,26.7734328,27.48841984,0.714987044,0.032732049,0.666793771
whale17,F,Juvenile Female,,,NA,3/6/19 13:59,3,2019,season 3,125.5827083,MaRRS,Alta,190306_A_F1,35,23.5,6000,10.20211936,9.739777104,10.83319606,1.093418957,0.162262415,12.61141356,25.32437185,25.15980308,25.49547512,0.335672041,0.007280429,0.336930088
whale18,unknown,Mature Unknown,,,NA,3/11/19 15:22,3,2019,season 3,130.6406366,MaRRS,Alta,190311_A_F3,35,23.5,6000,13.40128789,13.11983073,14.41843369,1.298602967,0.104029682,8.810597617,29.07289535,28.84240592,29.30357341,0.461167484,0.013772409,0.403660893
whale19,unknown,Mature Unknown,,,NA,3/6/19 14:35,3,2019,season 3,125.6079514,MaRRS,Alta,190306_A_F3,35,23.5,6000,12.33174911,12.1556402,12.52132761,0.365687418,0.008611882,2.642631956,26.48250219,26.28898314,26.67526587,0.386282728,0.009668319,0.371292742
whale20,unknown,Mature Unknown,,,NA,3/11/19 15:22,3,2019,season 3,130.6406366,MaRRS,Alta,190311_A_F3,35,23.5,6000,14.23096001,13.5463895,15.6291857,2.082796197,0.530109123,19.3003658,27.64479336,27.19862263,28.0929151,0.894292477,0.051365892,0.819830495
whale21,unknown,Juvenile Unknown,,,NA,2/24/19 13:36,2,2019,season 3,115.5672454,MaRRS,Alta,190224_A_F2,35,23.5,6000,8.92179036,8.848829388,8.995028459,0.146199071,0.001396898,1.251285472,25.51541467,25.23856949,25.78326218,0.544692689,0.019361892,0.545344915
whale22,unknown,Calf,,calf,16,3/6/19 14:35,3,2019,season 3,125.6079514,MaRRS,Alta,190306_A_F3,35,23.5,6000,8.494289894,8.349777475,8.673776437,0.323998962,0.006857497,2.841314273,23.92074275,23.65300018,24.17716854,0.524168357,0.017913648,0.559522238
whale23,unknown,Mature Unknown,,,NA,3/11/19 14:46,3,2019,season 3,130.6157755,MaRRS,Alta,190311_A_F2,35,23.5,6000,12.29512938,12.16228593,12.43107588,0.268789949,0.004732689,1.961947808,27.56993989,27.36964413,27.77043045,0.400786318,0.010357501,0.369140473
whale24,F,Lactating Female,,mom,15,3/3/19 20:39,3,2019,season 3,122.8609722,MaRRS,Alta,190303_A_F5,35,23.5,6000,12.79870013,12.51065101,13.0861072,0.57545619,0.053370059,6.457522244,25.49074571,25.0878889,25.90048615,0.812597251,0.042961693,0.813126574
whale25,unknown,Juvenile Unknown,,,NA,3/11/19 13:55,3,2019,season 3,130.580463,MaRRS,Alta,190311_A_F1,35,23.5,6000,11.00975926,10.88621276,11.13473581,0.248523056,0.004050215,1.918006689,27.46541861,27.23205159,27.71293486,0.480883266,0.015001877,0.445950425
whale26,F,Juvenile Female,,,NA,2/28/19 12:12,2,2019,season 3,119.5089931,MaRRS,Alta,190228_A_F2,35,23.5,6000,10.33080381,10.2307892,10.43601333,0.205224125,0.002740553,1.628741197,25.23825569,25.0714132,25.41402802,0.342614826,0.00758272,0.345027074
whale27,unknown,Juvenile Unknown,,,NA,3/11/19 15:22,3,2019,season 3,130.6406366,MaRRS,Alta,190311_A_F3,35,23.5,6000,10.81299652,10.6005564,11.03469315,0.434136759,0.012174762,3.355499705,24.92138054,24.83995665,25.00301694,0.163060288,0.001587549,0.159879027
whale28,unknown,Juvenile Unknown,,,NA,3/3/19 19:04,3,2019,season 3,122.7946065,MaRRS,Alta,190303_A_F3,35,23.5,6000,8.887810604,8.731480506,9.057844348,0.326363842,0.006867951,2.779816945,27.10803746,26.8479394,27.36588133,0.517941927,0.017330609,0.485633725
whale29,unknown,Juvenile Unknown,,,NA,2/25/19 10:29,2,2019,season 3,116.4368287,MaRRS,Alta,190225_A_F1,35,23.5,6000,10.3202374,9.932327634,11.1821047,1.249777063,0.114398195,10.52845737,25.34115105,25.05568618,25.63258772,0.576901546,0.02153056,0.57903035
whale30,unknown,Juvenile Unknown,,,NA,3/3/19 19:04,3,2019,season 3,122.7946065,MaRRS,Alta,190303_A_F3,35,23.5,6000,10.1855369,9.973305695,10.42145232,0.448146621,0.013301074,3.613694104,30.0302257,29.88645995,30.17051409,0.284054136,0.005179858,0.239662646
whale31,unknown,Juvenile Unknown,,,NA,3/3/19 19:57,3,2019,season 3,122.8314583,MaRRS,Alta,190303_A_F4,35,23.5,6000,11.00844803,10.84926156,11.17257323,0.32331167,0.006753824,2.476919166,29.06448029,28.77960881,29.35224132,0.572632515,0.02116714,0.500574279
whale32,unknown,Mature Unknown,,,NA,3/3/19 19:04,3,2019,season 3,122.7946065,MaRRS,Alta,190303_A_F3,35,23.5,6000,11.79419583,11.56135961,12.03700032,0.475640705,0.014667167,3.526459968,30.35033906,30.116969,30.57604577,0.459076767,0.013485772,0.382625899
whale33,unknown,Juvenile Unknown,,,NA,3/3/19 19:04,3,2019,season 3,122.7946065,MaRRS,Alta,190303_A_F3,35,23.5,6000,9.087733299,8.819573482,9.387755834,0.568182351,0.041066847,6.722300053,27.2524577,27.11957046,27.38906427,0.269493814,0.004690402,0.251303968
whale34,F,Lactating Female,,mom,14,3/3/19 19:57,3,2019,season 3,122.8314583,MaRRS,Alta,190303_A_F4,35,23.5,6000,11.60655932,11.34341474,11.88795418,0.544539444,0.019544046,4.10350995,28.60734786,28.54897349,28.66507532,0.11610183,0.000825501,0.100434128
whale35,unknown,Calf,,calf,14,3/3/19 19:57,3,2019,season 3,122.8314583,MaRRS,Alta,190303_A_F4,35,23.5,6000,7.550253008,7.409771465,7.695665967,0.285894502,0.005368403,2.666501417,24.67618145,24.25387813,25.08271482,0.828836691,0.04455845,0.855435135
whale36,unknown,Calf,,calf,5,2/4/17 18:49,2,2017,season 1,95.78456019,MaRRS,Alta,170204_A_F5,50,23.5,6000,8.630059042,8.270559516,8.982632749,0.712073232,0.033450559,6.225794834,25.95770666,25.83563691,26.08049684,0.244859938,0.003922356,0.241272138
whale37,unknown,Mature Unknown,,,NA,2/3/17 10:58,2,2017,season 1,94.45739583,MaRRS,Alta,170203_A_F2,50,23.5,6000,12.74061637,12.62592285,12.85683092,0.230908065,0.003435479,1.642095526,28.03249079,27.6675388,28.39187484,0.724336037,0.033939276,0.657187965
whale38,unknown,Mature Unknown,,,NA,2/3/17 10:58,2,2017,season 1,94.45739583,MaRRS,Alta,170203_A_F2,50,23.5,6000,12.61454055,12.49604216,12.73937713,0.243334971,0.003809956,1.737897983,28.11842664,28.05297991,28.18304741,0.130067503,0.001051152,0.115303298
whale39,unknown,Mature Unknown,,,NA,1/22/18 16:56,1,2018,season 2,82.70603009,MaRRS,Alta,180122_A_F1,50,23.5,6000,12.16916179,12.07012042,12.26859552,0.198475095,0.002541823,1.445247914,23.57707415,23.26628043,23.88510008,0.618819648,0.024875257,0.668950333
whale40,unknown,Mature Unknown,,,NA,2/3/17 10:58,2,2017,season 1,94.45739583,MaRRS,Alta,170203_A_F2,50,23.5,6000,13.30068766,13.13948952,13.46214114,0.322651629,0.006874968,2.273517458,25.14363706,24.92077144,25.37909661,0.458325173,0.013478636,0.461737216
whale41,unknown,Juvenile Unknown,,,NA,2/3/17 20:48,2,2017,season 1,94.8672338,MaRRS,Alta,170203_A_F5,50,23.5,6000,10.18639165,10.09126187,10.28256313,0.191301266,0.00236616,1.524094518,28.32854441,28.24562524,28.41401543,0.168390188,0.001744901,0.147455545
whale42,F,Lactating Female,,mom,6,2/4/17 21:24,2,2017,season 1,95.89228009,MaRRS,Alta,170204_A_F7,50,23.5,6000,12.41892458,12.15630118,12.69208584,0.535784655,0.040036194,5.677856285,26.20366121,25.74117355,26.66536845,0.9241949,0.055770501,0.901239666
whale43,unknown,Mature Unknown,,,NA,1/8/17 16:32,1,2017,season 1,68.68891204,MaRRS,Alta,170108_A_F3,50,23.5,6000,15.03091458,14.35848964,15.71083849,1.35234885,0.117479746,8.840743605,26.49588612,26.43582466,26.55651867,0.120694007,0.000908479,0.113757206
whale44,unknown,Mature Unknown,,,NA,2/3/17 18:02,2,2017,season 1,94.75203704,MaRRS,Alta,170203_A_F4,50,23.5,6000,12.14287798,12.05106264,12.23524817,0.184185529,0.002190732,1.34317883,26.18966835,25.9975695,26.38044705,0.382877551,0.009413696,0.370467471
whale45,unknown,Juvenile Unknown,,,NA,2/2/17 22:13,2,2017,season 1,93.92597222,MaRRS,Alta,170202_A_F2,50,23.5,6000,11.40835112,11.2280579,11.60079264,0.372734738,0.00914742,2.831638899,25.77459541,25.4557995,26.09971789,0.643918382,0.026571241,0.632432329
whale46,unknown,Mature Unknown,,,NA,2/3/17 18:02,2,2017,season 1,94.75203704,MaRRS,Alta,170203_A_F4,50,23.5,6000,13.35015349,13.24436485,13.45681537,0.212450517,0.002922622,1.479596199,24.83607855,24.55834039,25.10071086,0.542370474,0.019128004,0.556867414
whale47,unknown,Mature Unknown,,,NA,2/3/17 18:02,2,2017,season 1,94.75203704,MaRRS,Alta,170203_A_F4,50,23.5,6000,13.60831361,13.26085036,13.97252497,0.711674615,0.032833208,4.911956442,24.46421321,24.21289547,24.71502031,0.502124831,0.016150497,0.519471459
whale48,unknown,Mature Unknown,,,NA,2/4/17 21:24,2,2017,season 1,95.89228009,MaRRS,Alta,170204_A_F7,50,23.5,6000,13.23367954,13.06402161,13.39823487,0.334213257,0.007257996,2.341898431,23.37562539,22.93035199,23.82253217,0.892180186,0.051184291,0.96784343
whale49,unknown,Juvenile Unknown,,,NA,2/4/17 21:24,2,2017,season 1,95.89228009,MaRRS,Alta,170204_A_F7,50,23.5,6000,10.48848414,10.38414774,10.59298759,0.208839852,0.002819261,1.639499319,27.70228127,27.3427354,28.08125059,0.738515185,0.035198939,0.677250372
whale50,unknown,Mature Unknown,,,NA,2/2/17 20:32,2,2017,season 1,93.85563657,MaRRS,Alta,170202_A_F1,50,23.5,6000,12.26747946,12.11502963,12.41445785,0.299428221,0.00696614,2.38296928,24.54825061,24.24844108,24.84794508,0.599504,0.023146642,0.619759864
whale51,unknown,Juvenile Unknown,,,NA,1/6/17 12:08,1,2017,season 1,66.50613426,MaRRS,Alta,170106_A_F1,50,23.5,6000,11.07200578,10.57423763,11.5883255,1.014087876,0.066642749,7.758241621,25.13478554,24.66444872,25.598966,0.934517278,0.056399511,0.944849171
whale52,unknown,Calf,,calf,2,1/8/17 16:32,1,2017,season 1,68.68891204,MaRRS,Alta,170108_A_F3,50,23.5,6000,9.363781773,9.134999042,9.593992561,0.458993519,0.013523679,3.800334176,24.02978117,23.76637856,24.31300661,0.546628059,0.019165169,0.576111451
whale53,F,Lactating Female,,mom,4,2/4/17 14:21,2,2017,season 1,95.59806713,MaRRS,Alta,170204_A_F3,50,23.5,6000,11.80878058,11.73150433,11.88869018,0.157185855,0.001599597,1.163865441,21.8585709,21.69843874,22.01829839,0.31985965,0.006575532,0.370974178
whale54,unknown,Mature Unknown,,,NA,2/4/17 21:24,2,2017,season 1,95.89228009,MaRRS,Alta,170204_A_F7,50,23.5,6000,13.12126092,13.00300036,13.24448194,0.241481577,0.003777265,1.696683937,22.55004366,22.48934228,22.61121551,0.121873229,0.000911296,0.133869715
whale55,unknown,Mature Unknown,,,NA,2/4/17 19:18,2,2017,season 1,95.80474537,MaRRS,Alta,170204_A_F6,50,23.5,6000,12.33282568,12.22081267,12.4468596,0.22604693,0.003359058,1.650355284,25.87028723,25.68496307,26.05114628,0.366183213,0.008603474,0.358538396
whale56,unknown,Mature Unknown,,,NA,2/4/17 11:42,2,2017,season 1,95.48809028,MaRRS,Alta,170204_A_F1,50,23.5,6000,11.93874518,11.75102096,12.13852779,0.387506835,0.009732174,2.855128094,26.46968245,25.76601695,27.13511259,1.369095644,0.121490961,1.316810411
whale57,unknown,Mature Unknown,,,NA,2/3/17 9:20,2,2017,season 1,94.38912037,MaRRS,Alta,170203_A_F1,50,23.5,6000,13.73951037,12.7302906,14.78165667,2.051366062,0.270619418,14.03439998,27.42873052,27.38778411,27.46930299,0.081518885,0.000408566,0.073692856
whale58,unknown,Juvenile Unknown,,,NA,2/3/17 20:48,2,2017,season 1,94.8672338,MaRRS,Alta,170203_A_F5,50,23.5,6000,11.46526665,11.35093411,11.58368882,0.232754715,0.003494008,1.745700929,28.77545035,28.70731391,28.84164233,0.134328414,0.001120241,0.116314427
whale59,unknown,Mature Unknown,,,NA,2/3/17 20:48,2,2017,season 1,94.8672338,MaRRS,Alta,170203_A_F5,50,23.5,6000,12.71896192,12.61444621,12.8313047,0.216858488,0.003069023,1.553367476,25.0032231,24.71012642,25.29073398,0.580607564,0.02181469,0.590715724
whale60,unknown,Mature Unknown,,,NA,2/3/17 20:48,2,2017,season 1,94.8672338,MaRRS,Alta,170203_A_F5,50,23.5,6000,13.35994415,13.22869015,13.48767966,0.258989507,0.004343999,1.803194376,24.87900571,24.52136943,25.23205271,0.710683286,0.032877527,0.728813737
whale61,unknown,Mature Unknown,,,NA,2/3/17 10:58,2,2017,season 1,94.45739583,MaRRS,Alta,170203_A_F2,50,23.5,6000,12.87267142,12.75209717,12.99995532,0.24785815,0.003918298,1.744674444,27.97051896,27.90743799,28.03337937,0.125941389,0.000981875,0.112028249
whale62,unknown,Mature Unknown,,,NA,2/3/17 20:48,2,2017,season 1,94.8672338,MaRRS,Alta,170203_A_F5,50,23.5,6000,13.4653553,13.33130901,13.60463594,0.273326926,0.004759352,1.880030922,23.10804519,23.05421837,23.16432412,0.110105748,0.000747451,0.11831182
whale63,unknown,Mature Unknown,,,NA,1/25/18 16:44,1,2018,season 2,85.69773148,MaRRS,Alta,180125_A_F1,50,23.5,6000,12.35357184,12.22275568,12.48545458,0.262698909,0.004411354,1.889686109,24.46729564,24.40967058,24.52709498,0.117424403,0.000860862,0.119917009
whale64,unknown,Mature Unknown,,,NA,2/2/17 22:13,2,2017,season 1,93.92597222,MaRRS,Alta,170202_A_F2,50,23.5,6000,11.88664687,11.52524458,12.2536437,0.728399125,0.033851391,5.336525349,24.37959994,24.08819835,24.66193831,0.573739958,0.021118497,0.596080515
whale65,unknown,Juvenile Unknown,,,NA,2/3/17 18:02,2,2017,season 1,94.75203704,MaRRS,Alta,170203_A_F4,50,23.5,6000,11.22007246,11.05213082,11.3945615,0.342430684,0.007778104,2.632928361,25.83924179,25.51693288,26.16882554,0.651892656,0.027652015,0.643551978
whale66,unknown,Calf,,calf,4,2/4/17 14:21,2,2017,season 1,95.59806713,MaRRS,Alta,170204_A_F3,50,23.5,6000,7.752855537,7.691613053,7.815674697,0.124061644,0.00099233,1.131350889,23.925331,23.72603543,24.12548391,0.399448482,0.010358317,0.425389371
whale67,unknown,Mature Unknown,,,NA,2/3/17 11:36,2,2017,season 1,94.4834838,MaRRS,Alta,170203_A_F3,50,23.5,6000,13.55454496,12.99292338,14.14309398,1.150170609,0.084372794,7.889668269,25.24607591,25.17292464,25.31593285,0.143008214,0.001266772,0.140979277
